param-0-nm,param-1-n,param-2-m,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
831,831,1,,,,,,,,,,0.003,0.,0.003,,,,0.003,0.,0.003,,,,,,,,,
867,1,867,,,,,,,,,,0.002,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
867,867,1,,,,,,,,,,0.003,0.,0.003,,,,0.005,0.,0.005,,,,,,,,,
870,29,30,,,,0.001,0.,0.001,0.001,0.,0.001,0.002,0.,0.002,0.06,0.,0.06,0.002,0.,0.002,,,,,,,,,
879,1,879,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
879,879,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
890,1,890,,,,,,,,,,,,,1.267,0.,1.265,,,,,,,,,,,,
890,890,1,,,,,,,,,,,,,0.682,0.01,0.672,,,,,,,,,,,,
903,1,903,,,,,,,,,,0.002,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
903,903,1,,,,,,,,,,0.003,0.,0.003,,,,0.003,0.,0.003,,,,,,,,,
910,1,910,,,,,,,,,,0.003,0.001,0.002,,,,,,,,,,,,,,,
910,910,1,,,,,,,,,,0.004,0.,0.004,,,,,,,,,,,,,,,
930,30,31,,,,0.001,0.,0.001,0.001,0.,0.001,0.003,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
937,1,937,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
937,937,1,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
939,1,939,,,,,,,,,,0.002,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
939,939,1,,,,,,,,,,0.003,0.,0.003,,,,0.003,0.,0.003,,,,,,,,,
975,1,975,,,,,,,,,,0.002,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
975,975,1,,,,,,,,,,0.003,0.,0.003,,,,0.003,0.,0.003,,,,,,,,,
992,31,32,,,,0.001,0.,0.001,0.001,0.,0.001,0.003,0.,0.003,0.141,0.,0.141,0.002,0.,0.002,,,,,,,,,
995,1,995,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
995,995,1,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
1011,1,1011,,,,,,,,,,0.003,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
1011,1011,1,,,,,,,,,,0.004,0.,0.004,,,,0.003,0.,0.003,,,,,,,,,
1017,1,1017,,,,,,,,,,,,,1.576,0.,1.576,,,,,,,,,,,,
1017,1017,1,,,,,,,,,,,,,0.788,0.003,0.784,,,,,,,,,,,,
1047,1,1047,,,,,,,,,,0.003,0.,0.003,,,,0.003,0.,0.003,,,,,,,,,
1047,1047,1,,,,,,,,,,0.004,0.,0.004,,,,0.005,0.,0.005,,,,,,,,,
1053,1,1053,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
1053,1053,1,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
1056,32,33,0.121,0.,0.121,0.001,0.,0.001,0.001,0.,0.001,0.003,0.,0.003,,,,0.003,0.,0.003,,,,,,,,,
1075,1,1075,2.615,0.,2.615,,,,,,,,,,,,,,,,,,,,,,,,
1075,1075,1,2.201,0.006,2.194,,,,,,,,,,,,,,,,,,,,,,,,
1082,1,1082,,,,,,,,,,0.003,0.,0.003,,,,0.003,0.,0.003,,,,,,,,,
1082,1082,1,,,,,,,,,,0.004,0.,0.004,,,,0.004,0.,0.004,,,,,,,,,
1112,1,1112,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
1112,1112,1,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
1118,1,1118,,,,,,,,,,0.003,0.,0.003,,,,0.003,0.,0.003,,,,,,,,,
1118,1118,1,,,,,,,,,,0.004,0.,0.004,,,,0.004,0.,0.004,,,,,,,,,
1122,33,34,,,,0.001,0.,0.001,0.001,0.,0.001,0.003,0.,0.003,,,,0.003,0.,0.002,,,,,,,,,
1154,1,1154,,,,,,,,,,0.003,0.,0.003,,,,0.003,0.,0.003,,,,,,,,,
1154,1154,1,,,,,,,,,,0.004,0.,0.004,,,,0.004,0.,0.004,,,,,,,,,
1170,1,1170,,,,0.002,0.,0.002,0.005,0.,0.005,,,,,,,,,,,,,,,,,,
1170,1170,1,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
1190,1,1190,,,,,,,,,,0.006,0.,0.006,,,,0.003,0.,0.003,,,,,,,,,
1190,34,35,,,,0.001,0.,0.001,0.001,0.,0.001,0.004,0.001,0.002,,,,0.003,0.,0.003,,,,,,,,,
1190,1190,1,,,,,,,,,,0.004,0.,0.004,,,,0.007,0.,0.007,,,,,,,,,
1212,1,1212,,,,,,,,,,0.004,0.001,0.003,,,,,,,,,,,,,,,
1212,1212,1,,,,,,,,,,0.005,0.,0.005,,,,,,,,,,,,,,,
1226,1,1226,,,,,,,,,,0.003,0.,0.003,,,,0.003,0.,0.003,,,,,,,,,
1226,1226,1,,,,,,,,,,0.004,0.,0.004,,,,0.004,0.,0.004,,,,,,,,,
1228,1,1228,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
1228,1228,1,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
1260,35,36,,,,0.001,0.,0.001,0.001,0.,0.001,0.003,0.,0.003,,,,0.003,0.,0.003,,,,,,,,,
1262,1,1262,,,,,,,,,,0.003,0.,0.003,,,,0.003,0.,0.003,,,,,,,,,
1262,1262,1,,,,,,,,,,0.005,0.,0.005,,,,0.004,0.,0.004,,,,,,,,,
1286,1,1286,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
1286,1286,1,,,,0.003,0.,0.003,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
1298,1,1298,,,,,,,,,,0.003,0.,0.003,,,,0.003,0.,0.003,,,,,,,,,
1298,1298,1,,,,,,,,,,0.005,0.,0.005,,,,0.004,0.,0.004,,,,,,,,,
1332,36,37,,,,0.001,0.,0.001,0.001,0.,0.001,0.004,0.,0.004,,,,0.003,0.,0.003,,,,,,,,,
1334,1,1334,,,,,,,,,,0.005,0.,0.005,,,,0.003,0.,0.003,,,,,,,,,
1334,1334,1,,,,,,,,,,0.006,0.,0.005,,,,0.008,0.,0.007,,,,,,,,,
1344,1,1344,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
1344,1344,1,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
1369,1,1369,,,,,,,,,,0.004,0.,0.004,,,,0.004,0.,0.004,,,,,,,,,
1369,37,37,,,,,,,,,,0.004,0.,0.004,,,,0.003,0.,0.003,,,,,,,,,
1369,1369,1,,,,,,,,,,0.005,0.,0.005,,,,0.005,0.,0.005,,,,,,,,,
1403,1,1403,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
1403,1403,1,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
1405,1,1405,,,,,,,,,,0.004,0.,0.004,,,,0.004,0.,0.004,,,,,,,,,
1405,1405,1,,,,,,,,,,0.005,0.,0.005,,,,0.005,0.,0.005,,,,,,,,,
1406,37,38,,,,0.001,0.,0.001,0.001,0.,0.001,0.004,0.,0.004,,,,0.004,0.,0.004,,,,,,,,,
1441,1,1441,,,,,,,,,,0.004,0.,0.004,,,,0.004,0.,0.004,,,,,,,,,
1441,1441,1,,,,,,,,,,0.017,0.,0.017,,,,0.005,0.,0.005,,,,,,,,,
1461,1,1461,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
1461,1461,1,,,,0.002,0.,0.002,0.006,0.,0.006,,,,,,,,,,,,,,,,,,
1477,1,1477,,,,,,,,,,0.004,0.,0.004,,,,0.009,0.,0.009,,,,,,,,,
1477,1477,1,,,,,,,,,,0.005,0.,0.005,,,,0.005,0.,0.005,,,,,,,,,
1482,38,39,,,,0.005,0.,0.005,0.001,0.,0.001,0.041,0.002,0.038,,,,0.004,0.,0.004,,,,,,,,,
1513,1,1513,,,,,,,,,,0.004,0.,0.004,,,,0.004,0.,0.004,,,,,,,,,
1513,1513,1,,,,,,,,,,0.006,0.,0.005,,,,0.005,0.,0.005,,,,,,,,,
1519,1,1519,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
1519,1519,1,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
1526,1,1526,,,,,,,,,,,,,3.38,0.,3.38,,,,,,,,,,,,
1526,1526,1,,,,,,,,,,,,,1.697,0.006,1.69,,,,,,,,,,,,
1549,1,1549,,,,,,,,,,0.005,0.,0.005,,,,0.006,0.,0.006,,,,,,,,,
1549,1549,1,,,,,,,,,,0.005,0.,0.005,,,,0.045,0.005,0.039,,,,,,,,,
1560,39,40,,,,0.001,0.,0.001,0.002,0.,0.002,0.004,0.,0.004,0.123,0.,0.123,0.004,0.,0.004,,,,,,,,,
1577,1,1577,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
1577,1577,1,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
1579,1,1579,,,,,,,,,,,,,,,,0.004,0.,0.004,,,,,,,,,
1579,1579,1,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1585,1,1585,,,,,,,,,,0.004,0.,0.004,,,,0.004,0.,0.004,,,,,,,,,
1585,1585,1,,,,,,,,,,0.005,0.,0.005,,,,0.006,0.,0.006,,,,,,,,,
1621,1,1621,,,,,,,,,,0.005,0.,0.005,,,,0.004,0.,0.004,,,,,,,,,
1621,1621,1,,,,,,,,,,0.006,0.,0.006,,,,0.006,0.,0.006,,,,,,,,,
1635,1,1635,,,,0.003,0.,0.003,0.009,0.,0.009,,,,,,,,,,,,,,,,,,
1635,1635,1,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
1640,40,41,,,,0.003,0.,0.003,0.002,0.,0.002,0.005,0.,0.005,,,,0.004,0.,0.004,,,,,,,,,
1644,1,1644,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
1644,1644,1,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1657,1,1657,,,,,,,,,,0.005,0.,0.005,,,,0.004,0.,0.004,,,,,,,,,
1657,1657,1,,,,,,,,,,0.006,0.,0.006,,,,0.006,0.,0.006,,,,,,,,,
1693,1,1693,,,,,,,,,,0.005,0.,0.005,,,,0.004,0.,0.004,,,,,,,,,
1693,1693,1,,,,,,,,,,0.006,0.,0.006,,,,0.008,0.,0.008,,,,,,,,,
1694,1,1694,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
1694,1694,1,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
1710,1,1710,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1710,1710,1,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1722,41,42,,,,0.002,0.,0.002,0.002,0.,0.002,0.005,0.,0.005,,,,0.004,0.,0.004,,,,,,,,,
1729,1,1729,,,,,,,,,,0.008,0.,0.007,,,,0.005,0.,0.005,,,,,,,,,
1729,1729,1,,,,,,,,,,0.007,0.,0.007,,,,0.006,0.,0.006,,,,,,,,,
1752,1,1752,,,,0.003,0.,0.003,0.007,0.,0.007,,,,,,,,,,,,,,,,,,
1752,1752,1,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
1765,1,1765,,,,,,,,,,0.005,0.,0.005,,,,0.005,0.,0.005,,,,,,,,,
1765,1765,1,,,,,,,,,,0.006,0.,0.006,,,,0.006,0.,0.006,,,,,,,,,
1776,1,1776,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1776,1776,1,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1801,1,1801,,,,,,,,,,0.005,0.,0.005,,,,0.005,0.,0.005,,,,,,,,,
1801,1801,1,,,,,,,,,,0.007,0.,0.007,,,,0.006,0.,0.006,,,,,,,,,
1806,42,43,,,,0.002,0.,0.002,0.002,0.,0.002,0.005,0.,0.005,,,,0.008,0.,0.008,,,,,,,,,
1810,1,1810,,,,0.008,0.,0.008,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
1810,1810,1,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
1837,1,1837,,,,,,,,,,0.014,0.,0.012,,,,0.016,0.,0.016,,,,,,,,,
1837,1837,1,,,,,,,,,,0.008,0.,0.008,,,,0.007,0.,0.007,,,,,,,,,
1842,1,1842,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1842,1842,1,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
1868,1,1868,,,,0.004,0.,0.004,0.011,0.,0.011,,,,,,,,,,,,,,,,,,
1868,1868,1,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
1873,1,1873,,,,,,,,,,0.005,0.,0.005,,,,0.005,0.,0.005,,,,,,,,,
1873,1873,1,,,,,,,,,,0.007,0.,0.007,,,,0.007,0.,0.007,,,,,,,,,
1891,1,1891,,,,,,,,,,0.005,0.,0.005,,,,,,,,,,,,,,,
1891,1891,1,,,,,,,,,,0.007,0.,0.007,,,,,,,,,,,,,,,
1892,43,44,,,,0.002,0.,0.002,0.002,0.,0.002,0.005,0.,0.005,,,,0.005,0.,0.005,,,,,,,,,
1907,1,1907,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1907,1907,1,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
1909,1,1909,,,,,,,,,,0.005,0.,0.005,,,,0.005,0.,0.005,,,,,,,,,
1909,1909,1,,,,,,,,,,0.007,0.,0.007,,,,0.007,0.,0.007,,,,,,,,,
1926,1,1926,,,,0.004,0.,0.003,0.005,0.,0.005,,,,,,,,,,,,,,,,,,
1926,1926,1,,,,0.003,0.,0.003,0.004,0.,0.003,,,,,,,,,,,,,,,,,,
1945,1,1945,,,,,,,,,,0.005,0.,0.005,,,,0.005,0.,0.005,,,,,,,,,
1945,1945,1,,,,,,,,,,0.01,0.,0.01,,,,0.007,0.,0.007,,,,,,,,,
1973,1,1973,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1973,1973,1,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
1980,44,45,,,,0.005,0.,0.005,0.002,0.,0.002,0.005,0.,0.005,,,,0.005,0.,0.005,,,,,,,,,
1981,1,1981,,,,,,,,,,0.006,0.,0.006,,,,0.005,0.,0.005,,,,,,,,,
1981,1981,1,,,,,,,,,,0.008,0.,0.008,,,,0.007,0.,0.007,,,,,,,,,
1984,1,1984,,,,0.004,0.,0.004,0.007,0.,0.007,,,,,,,,,,,,,,,,,,
1984,1984,1,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
2017,1,2017,,,,,,,,,,0.006,0.,0.006,,,,0.006,0.,0.006,,,,,,,,,
2017,2017,1,,,,,,,,,,0.008,0.,0.008,,,,0.007,0.,0.007,,,,,,,,,
2034,1,2034,,,,,,,,,,,,,5.965,0.,5.965,,,,,,,,,,,,
2034,2034,1,,,,,,,,,,,,,3.039,0.029,3.009,,,,,,,,,,,,
2039,1,2039,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
2039,2039,1,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
2043,1,2043,,,,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,
2043,2043,1,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
2053,1,2053,,,,,,,,,,0.012,0.,0.012,,,,0.006,0.,0.006,,,,,,,,,
2053,2053,1,,,,,,,,,,0.008,0.,0.008,,,,0.012,0.,0.011,,,,,,,,,
2070,45,46,,,,0.002,0.,0.002,0.002,0.,0.002,0.006,0.,0.006,0.179,0.,0.179,0.005,0.,0.005,,,,,,,,,
2089,1,2089,,,,,,,,,,0.006,0.,0.006,,,,0.006,0.,0.006,,,,,,,,,
2089,2089,1,,,,,,,,,,0.008,0.,0.008,,,,0.008,0.,0.008,,,,,,,,,
2101,1,2101,,,,0.01,0.,0.01,0.008,0.,0.008,,,,,,,,,,,,,,,,,,
2101,2101,1,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
2105,1,2105,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
2105,2105,1,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
2125,1,2125,,,,,,,,,,0.006,0.,0.006,,,,0.006,0.,0.006,,,,,,,,,
2125,2125,1,,,,,,,,,,0.008,0.,0.008,,,,0.008,0.,0.008,,,,,,,,,
2159,1,2159,,,,0.004,0.,0.004,0.006,0.,0.006,,,,,,,,,,,,,,,,,,
2159,2159,1,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
2161,1,2161,,,,,,,,,,0.006,0.,0.006,,,,0.006,0.,0.006,,,,,,,,,
2161,2161,1,,,,,,,,,,0.008,0.,0.008,,,,0.013,0.,0.013,,,,,,,,,
2162,46,47,,,,0.002,0.,0.002,0.006,0.,0.006,0.009,0.,0.009,,,,0.012,0.,0.012,,,,,,,,,
2170,1,2170,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
2170,2170,1,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
2197,1,2197,,,,,,,,,,0.006,0.,0.006,,,,0.006,0.,0.006,,,,,,,,,
2197,2197,1,,,,,,,,,,0.008,0.,0.008,,,,0.009,0.,0.009,,,,,,,,,
2217,1,2217,,,,0.005,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,
2217,2217,1,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
2233,1,2233,,,,,,,,,,0.006,0.,0.006,,,,0.006,0.,0.006,,,,,,,,,
2233,2233,1,,,,,,,,,,0.02,0.,0.02,,,,0.008,0.,0.008,,,,,,,,,
2236,1,2236,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
2236,2236,1,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
2256,47,48,,,,0.002,0.,0.002,0.003,0.,0.003,0.006,0.,0.006,,,,0.006,0.,0.006,,,,,,,,,
2269,1,2269,,,,,,,,,,0.012,0.,0.012,,,,0.006,0.,0.006,,,,,,,,,
2269,2269,1,,,,,,,,,,0.009,0.,0.008,,,,0.008,0.,0.008,,,,,,,,,
2275,1,2275,,,,0.005,0.,0.005,0.013,0.,0.013,,,,,,,,,,,,,,,,,,
2275,2275,1,,,,0.003,0.,0.003,0.005,0.,0.005,,,,,,,,,,,,,,,,,,
2302,1,2302,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
2302,2302,1,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
2305,1,2305,,,,,,,,,,0.007,0.,0.007,,,,0.006,0.,0.006,,,,,,,,,
2305,2305,1,,,,,,,,,,0.009,0.,0.009,,,,0.009,0.,0.009,,,,,,,,,
2334,1,2334,,,,0.005,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,
2334,2334,1,,,,0.006,0.,0.006,0.005,0.,0.005,,,,,,,,,,,,,,,,,,
2341,1,2341,,,,,,,,,,0.006,0.,0.006,,,,0.007,0.,0.007,,,,,,,,,
2341,2341,1,,,,,,,,,,0.009,0.,0.009,,,,0.009,0.,0.009,,,,,,,,,
2352,48,49,,,,0.002,0.,0.002,0.003,0.,0.003,0.007,0.,0.007,,,,0.006,0.,0.006,,,,,,,,,
2368,1,2368,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
2368,2368,1,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
2377,1,2377,,,,,,,,,,0.007,0.,0.007,,,,0.016,0.,0.016,,,,,,,,,
2377,2377,1,,,,,,,,,,0.009,0.,0.009,,,,0.009,0.,0.009,,,,,,,,,
2392,1,2392,,,,0.005,0.,0.005,0.009,0.,0.008,,,,,,,,,,,,,,,,,,
2392,2392,1,,,,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,
2413,1,2413,,,,,,,,,,0.007,0.,0.007,,,,0.007,0.,0.007,,,,,,,,,
2413,2413,1,,,,,,,,,,0.009,0.,0.009,,,,0.009,0.,0.009,,,,,,,,,
2433,1,2433,,,,,,,,,,,,,,,,0.011,0.,0.011,,,,,,,,,
2433,2433,1,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
2449,1,2449,,,,,,,,,,0.012,0.,0.011,,,,0.007,0.,0.007,,,,,,,,,
2449,2449,1,,,,,,,,,,0.01,0.,0.01,,,,0.009,0.,0.009,,,,,,,,,
2450,1,2450,,,,0.006,0.,0.006,0.006,0.,0.006,,,,,,,,,,,,,,,,,,
2450,49,50,,,,0.002,0.,0.002,0.003,0.,0.003,0.007,0.,0.007,,,,0.007,0.,0.007,,,,,,,,,
2450,2450,1,,,,0.006,0.,0.006,0.01,0.,0.01,,,,,,,,,,,,,,,,,,
2485,1,2485,,,,,,,,,,0.007,0.,0.007,,,,0.007,0.,0.007,,,,,,,,,
2485,2485,1,,,,,,,,,,0.011,0.,0.011,,,,0.009,0.,0.009,,,,,,,,,
2499,1,2499,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
2499,2499,1,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
2508,1,2508,,,,0.046,0.005,0.041,0.049,0.002,0.046,,,,,,,,,,,,,,,,,,
2508,2508,1,,,,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,
2521,1,2521,,,,,,,,,,0.008,0.,0.008,,,,0.007,0.,0.007,,,,,,,,,
2521,2521,1,,,,,,,,,,0.017,0.,0.017,,,,0.01,0.,0.01,,,,,,,,,
2548,1,2548,,,,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,
2548,2548,1,,,,0.004,0.,0.003,,,,,,,,,,,,,,,,,,,,,
2550,50,51,,,,0.002,0.,0.002,0.003,0.,0.003,0.007,0.,0.007,,,,0.007,0.,0.007,,,,,,,,,
2557,1,2557,,,,,,,,,,0.007,0.,0.007,,,,0.015,0.,0.014,,,,,,,,,
2557,2557,1,,,,,,,,,,0.01,0.,0.01,,,,0.01,0.,0.01,,,,,,,,,
2565,1,2565,,,,,,,,,,,,,,,,0.012,0.,0.012,,,,,,,,,
2565,2565,1,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
2567,1,2567,,,,0.005,0.,0.005,0.007,0.,0.007,,,,,,,,,,,,,,,,,,
2567,2567,1,,,,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,
2586,1,2586,,,,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,
2586,2586,1,,,,,,,0.005,0.,0.005,,,,,,,,,,,,,,,,,,
2593,1,2593,,,,,,,,,,0.007,0.,0.007,,,,0.007,0.,0.007,,,,,,,,,
2593,2593,1,,,,,,,,,,0.018,0.,0.018,,,,0.01,0.,0.01,,,,,,,,,
2625,1,2625,,,,0.005,0.,0.005,0.009,0.,0.009,,,,,,,,,,,,,,,,,,
2625,2625,1,,,,0.005,0.,0.005,0.005,0.,0.005,,,,,,,,,,,,,,,,,,
2629,1,2629,,,,,,,,,,0.008,0.,0.008,,,,0.007,0.,0.007,,,,,,,,,
2629,2629,1,,,,,,,,,,0.01,0.,0.01,,,,0.02,0.,0.02,,,,,,,,,
2631,1,2631,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
2631,2631,1,,,,,,,,,,,,,,,,0.011,0.,0.011,,,,,,,,,
2646,1,2646,,,,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,
2646,2646,1,,,,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,
2647,1,2647,,,,,,,,,,0.007,0.,0.007,,,,,,,,,,,,,,,
2647,2647,1,,,,,,,,,,0.01,0.,0.009,,,,,,,,,,,,,,,
2652,51,52,,,,0.003,0.,0.003,0.003,0.,0.003,0.007,0.,0.007,,,,0.007,0.,0.007,,,,,,,,,
2665,1,2665,,,,,,,,,,0.008,0.,0.008,,,,0.007,0.,0.007,,,,,,,,,
2665,2665,1,,,,,,,,,,0.01,0.,0.01,,,,0.01,0.,0.01,,,,,,,,,
2683,1,2683,,,,0.006,0.,0.006,0.009,0.,0.009,,,,,,,,,,,,,,,,,,
2683,2683,1,,,,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,
2696,1,2696,,,,,,,,,,,,,,,,0.013,0.,0.013,,,,,,,,,
2696,2696,1,,,,,,,,,,,,,,,,0.011,0.,0.011,,,,,,,,,
2701,1,2701,,,,,,,,,,0.018,0.,0.018,,,,0.008,0.,0.008,,,,,,,,,
2701,2701,1,,,,,,,,,,0.01,0.,0.01,,,,0.011,0.,0.01,,,,,,,,,
2722,1,2722,,,,,,,0.011,0.,0.01,,,,,,,,,,,,,,,,,,
2722,2722,1,,,,,,,0.006,0.,0.006,,,,,,,,,,,,,,,,,,
2737,1,2737,,,,,,,,,,0.008,0.,0.008,,,,0.011,0.001,0.01,,,,,,,,,
2737,2737,1,,,,,,,,,,0.011,0.,0.011,,,,0.011,0.,0.011,,,,,,,,,
2742,1,2742,,,,0.006,0.,0.006,0.007,0.,0.007,,,,,,,,,,,,,,,,,,
2742,2742,1,,,,0.005,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,
2744,1,2744,,,,0.006,0.,0.005,,,,,,,,,,,,,,,,,,,,,
2744,2744,1,,,,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,
2756,52,53,,,,0.003,0.,0.003,0.003,0.,0.003,0.008,0.,0.008,,,,0.008,0.,0.008,,,,,,,,,
2762,1,2762,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
2762,2762,1,,,,,,,,,,,,,,,,0.011,0.,0.011,,,,,,,,,
2773,1,2773,,,,,,,,,,0.012,0.,0.012,,,,0.008,0.,0.008,,,,,,,,,
2773,2773,1,,,,,,,,,,0.011,0.,0.011,,,,0.012,0.,0.012,,,,,,,,,
